"Word ","guasch_2016 
valence_m × ","guasch_2016 
valence_sd × ","guasch_2016 
arousal_m × ","guasch_2016 
arousal_sd × ","guasch_2016 
concreteness_m × ","guasch_2016 
concreteness_sd × ","guasch_2016 
imageability_m × ","guasch_2016 
imageability_sd × ","guasch_2016 
contextual_availability_m × ","guasch_2016 
contextual_availability_sd × ","guasch_2016 
familiarity_m × ","guasch_2016 
familiarity_sd × "
"sufrimiento","1.50","0.80","7.75","1.89","2.55","1.41","3.14","1.75","4.86","2.10","5.57","1.12"
"suicidio","1.64","0.95","7.95","1.66","6.00","1.18","4.23","1.82","4.91","2.07","5.90","1.21"
"sujetador","5.23","1.24","5.10","1.48","5.95","1.16","6.90","0.31","6.27","1.16","6.77","0.69"
"superación","8.00","0.93","6.30","2.75","2.64","1.56","3.35","1.63","4.71","1.99","5.55","1.92"
"superioridad","4.18","1.79","5.62","2.16","3.10","2.15","2.90","2.10","4.13","1.84","5.50","1.79"
"supermercado","5.74","1.36","3.68","2.03","5.90","1.52","6.68","0.48","6.59","0.96","6.87","0.34"
"suplicio","2.96","1.15","6.40","1.90","3.29","1.49","1.86","1.13","2.32","1.55","4.09","1.77"
"suspenso","1.45","0.74","8.40","0.88","4.10","2.13","4.32","1.99","5.79","1.25","6.00","1.30"
"sustancia","4.68","0.89","4.45","1.50","2.15","1.39","3.75","1.86","3.71","2.24","5.05","2.16"
"sustento","5.48","0.93","4.27","1.58","3.19","1.63","2.14","1.32","1.77","1.15","4.43","1.78"
"susurro","5.78","1.54","4.05","2.59","5.38","1.83","3.27","1.88","6.14","1.17","6.00","1.30"
"tabla","5.05","0.22","3.45","1.82","4.73","1.70","6.70","0.57","5.10","1.97","6.52","1.04"
"taburete","5.05","0.38","3.71","1.76","6.64","0.58","6.76","0.44","5.64","1.68","5.80","1.32"
"tacaño","2.15","1.04","5.45","1.50","4.86","1.53","3.30","1.84","3.32","2.08","5.27","1.64"
"talla","4.68","0.65","4.59","1.87","3.55","1.63","3.90","1.58","5.85","1.93","6.23","1.54"
"talle","4.80","0.52","3.50","1.71","4.39","1.75","3.09","2.13","1.95","1.21","2.86","1.67"
"talón","5.10","1.26","3.67","1.77","6.05","1.65","6.55","0.74","6.25","1.52","5.80","1.61"
"tamaño","5.13","1.22","4.86","2.38","2.50","2.04","2.83","1.61","5.27","2.21","6.40","1.47"
"tambor","5.75","1.35","4.87","2.49","5.77","1.41","7.00","0.00","5.05","1.77","5.29","1.45"
"tanatorio","1.05","0.21","6.55","2.39","6.48","0.93","6.05","1.23","6.13","1.18","4.50","2.01"
"tanga","5.55","1.23","5.35","1.57","6.33","0.80","6.67","0.58","5.50","2.22","6.45","0.74"
"tanque","2.77","1.23","6.50","2.24","5.90","1.17","6.55","0.69","5.10","2.02","4.52","2.16"
"tarántula","3.32","1.49","7.19","1.63","6.73","0.46","6.45","1.10","5.30","1.96","4.00","1.38"
"tatuaje","5.82","1.56","5.75","1.89","5.59","1.40","6.95","0.22","6.30","0.97","5.95","1.02"
"taza","5.43","1.24","3.60","1.88","6.23","1.19","7.00","0.00","6.27","1.32","6.70","0.66"
"teja","4.86","0.64","3.35","1.93","5.70","1.84","6.48","1.31","3.91","2.71","5.23","1.69"
"tela","4.95","1.02","3.10","1.97","5.29","1.90","6.23","1.31","5.15","2.35","6.00","1.45"
"telescopio","5.46","1.35","3.71","2.24","6.76","0.54","6.67","0.48","6.30","1.22","5.29","1.76"
"teléfono","5.96","1.19","4.35","2.28","5.91","1.06","7.00","0.00","6.77","0.43","6.91","0.29"
"temor","2.86","1.25","6.95","1.19","3.15","1.87","2.77","1.66","3.91","1.87","5.75","1.68"
"tenedor","4.90","0.79","4.05","1.59","6.90","0.30","6.91","0.29","6.32","1.25","6.65","0.93"
"tensión","3.13","1.51","7.29","1.65","2.45","1.43","2.00","1.41","4.30","1.95","6.45","0.94"
"tenso","3.55","1.05","5.95","1.96","4.87","1.77","4.43","1.97","4.68","1.86","6.00","1.17"
"tentación","6.00","1.75","7.75","1.12","2.95","1.79","3.19","1.60","5.88","1.19","6.35","1.23"
"tenue","4.32","1.36","3.20","2.24","4.10","1.41","2.57","1.60","3.27","1.75","4.19","1.86"
"teoría","5.14","1.08","4.50","2.02","3.55","1.88","2.48","1.40","4.59","2.20","6.35","1.23"
"ternura","8.35","0.93","4.36","3.35","3.20","1.79","3.32","1.73","5.78","1.54","6.40","1.27"
"terremoto","1.75","0.79","7.33","1.39","5.41","1.05","4.85","2.28","5.48","1.65","4.80","1.79"
"terrorismo","1.14","0.35","7.90","1.77","3.80","1.77","3.85","2.32","5.26","1.89","5.15","2.01"
"testamento","3.20","1.47","5.55","2.42","6.00","1.20","4.45","1.87","4.74","2.36","4.81","1.50"
"tiburón","4.00","1.98","6.80","2.14","6.85","0.37","6.75","0.64","5.65","1.87","6.09","1.62"
"tieso","4.55","0.83","5.15","1.31","4.48","1.86","4.70","2.20","3.55","1.99","4.48","1.47"
"tijeras","4.90","1.29","5.29","1.85","6.76","0.54","6.91","0.29","6.23","1.23","6.62","0.86"
"tinta","4.76","1.14","4.27","1.64","5.55","1.57","6.39","0.58","5.90","1.97","5.85","1.14"
"titular","5.60","0.94","3.95","1.50","3.77","1.72","4.00","2.20","5.25","2.22","5.67","1.28"
"tímido","3.62","1.20","3.68","1.76","4.60","1.76","3.10","1.89","5.59","1.71","6.33","1.20"
"tío","6.57","1.43","4.39","2.37","4.41","2.11","5.19","2.11","5.05","2.13","6.90","0.30"
"tobillo","4.85","0.37","3.70","1.69","6.90","0.31","6.86","0.36","5.86","1.46","6.10","1.07"
"tobogán","6.68","1.17","5.95","1.99","6.65","0.59","6.80","0.52","6.05","1.47","5.35","1.69"
"tolerancia","7.52","1.47","4.14","2.17","1.95","0.90","1.77","1.15","4.09","1.90","5.61","1.75"
"tomate","5.14","1.46","4.50","1.82","6.76","0.70","7.00","0.00","6.00","1.59","6.57","0.81"
"tonada","4.86","0.79","4.00","1.90","4.45","1.82","1.81","0.93","1.32","0.72","1.65","0.88"
"tormenta","4.40","2.21","5.95","2.01","5.48","1.33","6.30","1.17","6.48","0.79","6.48","0.90"
"tormento","2.65","1.31","6.35","1.42","2.95","1.73","1.95","1.29","3.18","1.99","4.59","1.68"
"tornado","2.73","1.39","7.33","1.32","6.39","1.16","6.22","1.17","5.00","2.05","4.52","2.20"
"toro","4.29","1.68","6.75","1.41","6.60","0.68","6.76","0.54","6.36","0.73","5.64","1.53"
"torturador","1.33","0.66","7.95","1.00","6.09","1.06","4.30","2.13","3.83","2.29","4.00","2.26"
"tóxico","2.62","1.32","6.95","1.32","4.30","1.75","3.80","1.91","5.00","1.38","5.32","1.55"
"tractor","4.86","1.01","4.09","1.98","6.77","0.43","7.00","0.00","4.48","2.23","6.13","1.39"
"traficante","2.00","1.15","6.00","1.30","5.62","1.20","3.60","1.98","5.57","1.47","5.05","2.19"
"tragedia","1.59","1.44","6.64","2.34","2.25","1.59","4.67","1.88","4.59","1.74","5.90","1.74"
"traición","1.41","0.73","7.65","1.93","3.80","1.51","2.40","1.82","4.17","1.99","5.38","1.16"
"traidor","2.35","1.23","7.68","0.99","4.55","1.97","3.30","1.87","4.41","1.92","5.15","1.98"
"trampa","2.58","1.24","5.70","2.23","4.33","2.11","3.65","2.06","3.27","1.80","5.65","1.42"
"tramposo","2.60","1.10","6.15","1.46","4.43","1.36","3.35","2.21","3.91","1.63","5.81","1.81"
"trance","4.55","1.50","4.27","2.00","2.43","1.63","2.60","1.43","2.14","1.58","2.90","1.83"
"tranvía","4.67","1.06","5.05","1.43","6.36","0.90","6.52","0.95","5.73","1.52","4.52","2.14"
"trapecista","5.73","1.00","5.95","1.57","6.38","0.86","4.80","1.79","4.73","2.03","4.50","2.30"
"trascendencia","5.45","1.18","4.90","1.55","2.86","1.78","1.32","1.09","1.73","1.16","4.95","1.57"
"trato","5.32","1.17","4.90","1.77","2.55","1.43","2.50","1.82","4.50","1.96","6.45","0.76"
"travesura","5.59","1.56","6.23","1.57","4.30","1.64","4.17","1.92","5.45","1.71","5.26","1.76"
"trámite","4.27","0.88","5.35","2.32","3.15","1.84","2.91","1.31","4.59","2.26","6.25","1.02"
"tránsito","3.76","1.48","6.77","2.18","3.60","1.82","3.35","1.64","5.09","2.00","6.15","1.18"
"trecho","4.91","0.68","4.27","1.86","3.05","1.50","3.00","1.73","2.23","2.11","4.05","1.73"
"tregua","4.95","1.70","3.90","2.27","3.60","1.57","1.55","0.83","2.91","1.95","4.45","1.64"
"triángulo","5.32","1.04","4.60","2.06","5.60","1.23","6.62","0.67","3.95","2.28","6.09","1.35"
"tripa","3.75","1.33","4.50","1.85","5.41","1.62","5.82","1.44","5.40","2.37","5.09","1.31"
"tristeza","1.43","0.84","6.30","2.54","2.30","1.56","4.35","2.13","5.18","1.53","6.30","1.17"
"triunfador","7.91","1.41","5.23","1.66","3.95","1.36","3.45","1.64","5.15","1.66","5.73","1.12"
"triunfante","7.41","1.14","6.55","1.85","4.39","1.64","4.83","1.83","4.50","2.04","4.74","2.09"
"triunfo","8.50","0.91","6.95","2.58","4.60","1.70","3.65","2.13","5.13","1.94","5.73","1.35"
"trofeo","6.90","1.21","4.57","2.36","5.50","0.89","6.35","0.75","4.73","2.14","6.09","1.24"
"trozo","4.50","0.96","3.60","1.76","2.85","1.60","5.04","1.77","4.67","2.28","5.45","1.50"
"tuberculosis","1.59","0.96","6.60","1.90","5.95","1.65","2.50","1.74","3.21","2.04","3.18","1.74"
"turno","4.82","1.14","4.45","1.90","3.50","1.73","2.57","1.47","4.18","2.38","6.35","1.39"
"túnel","4.57","0.84","5.50","2.48","5.95","1.20","6.52","0.68","6.00","1.45","5.45","1.54"
"uniforme","4.71","1.56","4.43","1.88","3.77","1.95","6.19","1.25","5.67","1.49","5.43","1.89"
"utensilio","5.19","0.68","3.50","1.74","2.60","1.90","4.14","1.93","4.27","2.03","4.78","1.73"
"utopía","5.96","1.52","5.00","1.70","2.60","1.79","2.14","1.49","1.85","1.50","4.80","1.99"
"útero","5.27","1.45","5.20","1.85","6.70","0.47","4.95","1.63","4.64","2.11","5.67","1.39"
"vagón","5.14","1.21","4.05","2.19","6.35","0.81","6.68","0.65","5.23","2.11","6.29","1.49"
"vale","5.24","0.94","3.95","1.70","3.55","2.11","4.52","2.11","4.15","2.21","6.82","0.39"
"valiente","7.68","0.99","5.40","2.35","4.40","1.70","3.60","1.27","4.00","1.59","5.75","1.33"
"valle","6.00","1.30","2.35","1.76","5.40","1.31","6.00","1.20","4.75","2.02","4.82","1.62"
"vándalo","3.05","1.13","6.50","1.34","4.70","1.26","4.60","1.64","4.35","1.90","3.55","1.99"
"vegetación","7.17","1.27","3.50","2.54","3.77","1.66","6.48","0.75","5.68","1.73","5.86","1.36"
"vela","4.81","1.44","2.68","1.81","5.50","1.32","7.00","0.00","5.80","1.88","5.20","2.07"
"velo","4.59","1.53","4.35","2.01","4.24","1.73","6.00","1.48","4.68","1.94","4.48","1.83"
"vencedora","7.58","1.17","6.35","2.21","4.29","2.03","4.35","2.13","3.86","2.03","5.50","1.60"
"venda","4.45","1.22","4.00","2.00","5.80","1.79","4.67","2.29","5.00","1.83","6.14","0.99"
"vendedor","5.00","1.17","4.25","1.65","5.10","1.61","4.85","1.73","5.32","1.70","6.41","0.85"
"veneración","4.68","1.55","4.50","1.99","3.30","1.75","1.86","1.28","2.95","2.15","3.05","2.01"
"venganza","2.17","1.53","7.10","2.17","3.59","1.50","2.62","1.75","4.09","2.35","5.75","1.68"
"ventaja","6.36","1.50","4.15","2.18","2.90","1.68","2.00","1.27","3.42","1.89","5.45","1.96"
"ventanilla","5.22","1.13","3.36","1.89","6.23","1.15","6.77","0.53","6.05","1.56","6.05","1.02"
"verbena","7.71","1.23","6.24","2.43","4.77","1.88","5.91","1.41","5.75","1.62","5.36","1.84"
"verdadero","7.64","1.14","4.25","3.02","4.10","2.34","2.15","1.73","4.22","2.11","6.00","1.71"
"verdugo","3.57","1.69","5.75","2.43","5.43","1.21","3.10","2.20","2.48","1.86","3.57","1.60"
"vergüenza","3.32","1.64","6.40","2.16","3.71","2.31","2.82","1.50","6.09","1.41","6.67","0.73"
"verruga","1.95","1.28","5.75","1.62","7.00","0.00","6.40","1.19","5.74","1.68","4.55","2.21"
"versión","5.00","0.31","4.20","1.44","2.35","1.57","1.41","1.14","3.14","2.03","5.20","1.91"
"verso","6.05","1.20","4.25","1.94","4.27","1.61","4.95","1.36","5.00","1.95","5.38","1.86"
"vestíbulo","4.90","0.44","4.09","1.85","4.95","1.73","5.95","1.36","4.73","2.07","5.00","2.09"
"veterinaria","6.18","1.28","4.61","2.02","5.91","1.48","5.90","1.14","5.86","1.39","4.80","2.02"
"vértigo","3.32","2.10","6.95","2.11","4.10","2.27","2.95","2.24","5.09","2.11","4.90","2.05"
"viajes","7.76","1.30","6.32","2.50","3.70","2.01","5.78","1.68","6.36","1.43","6.41","0.80"
"vicio","4.09","2.04","5.75","2.47","2.95","1.86","2.41","1.65","5.32","1.70","5.77","1.41"
"victoria","8.09","0.87","5.43","2.31","3.95","1.88","3.95","1.86","5.41","1.65","5.95","1.50"
"vidrio","5.10","0.54","4.55","2.06","5.14","1.74","6.41","0.85","4.91","2.22","5.24","1.81"
"vigía","4.85","0.88","4.95","1.93","4.19","1.63","3.04","2.08","2.41","2.09","2.71","1.62"
"violación","1.00","0.00","7.90","2.40","4.10","1.92","4.00","2.32","4.39","2.21","5.64","1.73"
"violador","1.33","0.91","7.91","1.87","5.32","1.62","3.10","2.10","4.39","2.15","5.14","1.49"
"violencia","1.55","1.43","7.82","1.53","2.20","1.40","4.70","1.74","6.00","1.60","6.05","1.73"
"violento","2.14","0.71","7.29","1.49","5.13","1.60","4.74","2.05","5.27","1.75","6.05","1.00"
"vistazo","4.82","0.73","4.55","1.61","3.55","1.90","2.27","1.52","4.17","2.12","5.27","1.91"
"vitalidad","8.05","1.25","5.40","2.85","3.30","1.92","3.43","1.72","4.86","2.08","6.10","1.41"
"viuda","1.55","1.06","5.70","2.30","6.10","1.04","4.85","2.11","5.36","1.94","4.75","2.12"
"viudo","1.86","1.21","5.20","2.26","5.77","1.34","4.23","1.85","5.42","2.02","4.55","2.21"
"vivir","8.48","0.85","6.41","2.91","2.41","1.59","2.85","1.14","5.64","1.79","6.29","0.96"
"vivo","7.55","1.37","4.80","2.55","5.00","2.11","4.78","1.93","5.23","2.37","6.32","1.09"
"volcán","4.17","1.93","7.00","1.84","6.59","0.73","6.59","0.59","6.15","1.27","3.90","2.31"
"volumen","5.36","1.05","5.41","1.99","4.05","1.86","2.36","1.56","5.55","1.57","6.36","0.95"
"voluntad","7.57","1.27","4.32","2.53","2.35","1.63","2.23","1.63","4.45","2.18","5.45","1.88"
"voluptuosidad","5.23","1.07","4.95","1.47","3.33","1.74","2.86","1.56","2.55","2.04","2.55","1.34"
"zapato","5.91","1.28","3.95","2.09","5.95","1.40","6.71","1.10","6.41","1.33","6.73","0.55"
"zurra","2.81","1.25","5.95","1.17","4.13","2.03","3.91","2.47","3.50","2.37","2.77","1.72"
